employee_id,department,job_title,years_experience,performance_score,base_salary,allowances,overtime_hours,bonus,tax_rate,pension_rate,net_salary,record_month,synthetic
SYN-EMP-005665,Claims,Manager,15,1.6,960000.00,76800.00,14,0.00,5,2,876142.70,2024-08,True
SYN-EMP-005666,Policy,Assistant,16,1.7,728000.00,58240.00,15,7280.00,6,2,671988.57,2024-07,True
SYN-EMP-005667,Finance,Officer,17,1.8,821000.00,65680.00,16,16420.00,7,2,712986.72,2024-06,True
SYN-EMP-005668,Customer Service,Senior Officer,18,1.9,914000.00,73120.00,17,27420.00,8,2,794240.63,2024-05,True
SYN-EMP-005669,IT,Team Lead,19,2.0,1007000.00,80560.00,18,40280.00,9,2,895546.20,2024-04,True
SYN-EMP-005670,Sales,Manager,20,2.1,1100000.00,88000.00,19,55000.00,10,2,978552.95,2024-03,True
SYN-EMP-005671,Claims,Assistant,0,2.2,280000.00,22400.00,20,0.00,5,2,245166.47,2024-02,True
SYN-EMP-005672,Policy,Officer,1,2.3,373000.00,29840.00,21,3730.00,6,2,355534.44,2024-01,True
SYN-EMP-005673,Finance,Senior Officer,2,2.4,466000.00,37280.00,22,9320.00,7,2,417221.36,2023-12,True
SYN-EMP-005674,Customer Service,Team Lead,3,2.5,559000.00,44720.00,23,16770.00,8,2,522560.49,2023-11,True
SYN-EMP-005675,IT,Manager,4,2.6,652000.00,52160.00,24,26080.00,9,2,609799.16,2023-10,True
SYN-EMP-005676,Sales,Assistant,5,2.7,420000.00,33600.00,0,21000.00,10,2,402136.00,2023-09,True
SYN-EMP-005677,Claims,Officer,6,2.8,513000.00,41040.00,1,0.00,5,2,456128.66,2023-08,True
SYN-EMP-005678,Policy,Senior Officer,7,2.9,606000.00,48480.00,2,6060.00,6,2,539897.48,2023-07,True
SYN-EMP-005679,Finance,Team Lead,8,3.0,699000.00,55920.00,3,13980.00,7,2,623107.25,2023-06,True
SYN-EMP-005680,Customer Service,Manager,9,3.1,792000.00,63360.00,4,23760.00,8,2,718097.67,2023-05,True
SYN-EMP-005681,IT,Assistant,10,3.2,560000.00,44800.00,5,22400.00,9,2,526716.42,2023-04,True
SYN-EMP-005682,Sales,Officer,11,3.3,653000.00,52240.00,6,32650.00,10,2,615269.30,2023-03,True
SYN-EMP-005683,Claims,Senior Officer,12,3.4,746000.00,59680.00,7,0.00,5,2,707737.28,2023-02,True
SYN-EMP-005684,Policy,Team Lead,13,3.5,839000.00,67120.00,8,8390.00,6,2,785163.41,2023-01,True
SYN-EMP-005685,Finance,Manager,14,3.6,932000.00,74560.00,9,18640.00,7,2,844340.43,2022-12,True
SYN-EMP-005686,Customer Service,Assistant,15,3.7,700000.00,56000.00,10,21000.00,8,2,657658.86,2022-11,True
SYN-EMP-005687,IT,Officer,16,3.8,793000.00,63440.00,11,31720.00,9,2,751549.17,2022-10,True
SYN-EMP-005688,Sales,Senior Officer,17,3.9,886000.00,70880.00,12,44300.00,10,2,818304.91,2022-09,True
SYN-EMP-005689,Claims,Team Lead,18,4.0,979000.00,78320.00,13,0.00,5,2,933724.44,2022-08,True
SYN-EMP-005690,Policy,Manager,19,4.1,1072000.00,85760.00,14,10720.00,6,2,982181.19,2022-07,True
SYN-EMP-005691,Finance,Assistant,20,4.2,840000.00,67200.00,15,16800.00,7,2,788807.27,2022-06,True
SYN-EMP-005692,Customer Service,Officer,0,4.3,345000.00,27600.00,16,10350.00,8,2,338166.42,2022-05,True
SYN-EMP-005693,IT,Senior Officer,1,4.4,438000.00,35040.00,17,17520.00,9,2,401656.27,2022-04,True
SYN-EMP-005694,Sales,Team Lead,2,4.5,531000.00,42480.00,18,26550.00,10,2,500033.19,2022-03,True
SYN-EMP-005695,Claims,Manager,3,4.6,624000.00,49920.00,19,0.00,5,2,604817.30,2022-02,True
SYN-EMP-005696,Policy,Assistant,4,4.7,392000.00,31360.00,20,3920.00,6,2,362980.19,2022-01,True
SYN-EMP-005697,Finance,Officer,5,4.8,485000.00,38800.00,21,9700.00,7,2,466009.49,2021-12,True
SYN-EMP-005698,Customer Service,Senior Officer,6,4.9,578000.00,46240.00,22,17340.00,8,2,563557.52,2021-11,True
SYN-EMP-005699,IT,Team Lead,7,5.0,671000.00,53680.00,23,26840.00,9,2,649892.35,2021-10,True
SYN-EMP-005700,Sales,Manager,8,1.0,764000.00,61120.00,24,38200.00,10,2,672081.82,2021-09,True
SYN-EMP-005701,Claims,Assistant,9,1.1,532000.00,42560.00,0,0.00,5,2,456936.48,2026-08,True
SYN-EMP-005702,Policy,Officer,10,1.2,625000.00,50000.00,1,6250.00,6,2,562737.32,2026-07,True
SYN-EMP-005703,Finance,Senior Officer,11,1.3,718000.00,57440.00,2,14360.00,7,2,615705.78,2026-06,True
SYN-EMP-005704,Customer Service,Team Lead,12,1.4,811000.00,64880.00,3,24330.00,8,2,706751.55,2026-05,True
SYN-EMP-005705,IT,Manager,13,1.5,904000.00,72320.00,4,36160.00,9,2,797767.02,2026-04,True
SYN-EMP-005706,Sales,Assistant,14,1.6,672000.00,53760.00,5,33600.00,10,2,576912.32,2026-03,True
SYN-EMP-005707,Claims,Officer,15,1.7,765000.00,61200.00,6,0.00,5,2,667782.60,2026-02,True
SYN-EMP-005708,Policy,Senior Officer,16,1.8,858000.00,68640.00,7,8580.00,6,2,772194.48,2026-01,True
SYN-EMP-005709,Finance,Team Lead,17,1.9,951000.00,76080.00,8,19020.00,7,2,845668.39,2025-12,True
SYN-EMP-005710,Customer Service,Manager,18,2.0,1044000.00,83520.00,9,31320.00,8,2,958648.33,2025-11,True
SYN-EMP-005711,IT,Assistant,19,2.1,812000.00,64960.00,10,32480.00,9,2,741436.95,2025-10,True
SYN-EMP-005712,Sales,Officer,20,2.2,905000.00,72400.00,11,45250.00,10,2,832920.17,2025-09,True
SYN-EMP-005713,Claims,Senior Officer,0,2.3,410000.00,32800.00,12,0.00,5,2,352666.52,2025-08,True
SYN-EMP-005714,Policy,Team Lead,1,2.4,503000.00,40240.00,13,5030.00,6,2,460277.58,2025-07,True
SYN-EMP-005715,Finance,Manager,2,2.5,596000.00,47680.00,14,11920.00,7,2,517845.77,2025-06,True
SYN-EMP-005716,Customer Service,Assistant,3,2.6,364000.00,29120.00,15,10920.00,8,2,331693.98,2025-05,True
SYN-EMP-005717,IT,Officer,4,2.7,457000.00,36560.00,16,18280.00,9,2,420965.70,2025-04,True
SYN-EMP-005718,Sales,Senior Officer,5,2.8,550000.00,44000.00,17,27500.00,10,2,518726.86,2025-03,True
SYN-EMP-005719,Claims,Team Lead,6,2.9,643000.00,51440.00,18,0.00,5,2,573104.10,2025-02,True
SYN-EMP-005720,Policy,Manager,7,3.0,736000.00,58880.00,19,7360.00,6,2,665112.15,2025-01,True
SYN-EMP-005721,Finance,Assistant,8,3.1,504000.00,40320.00,20,10080.00,7,2,473197.44,2024-12,True
SYN-EMP-005722,Customer Service,Officer,9,3.2,597000.00,47760.00,21,17910.00,8,2,528796.57,2024-11,True
SYN-EMP-005723,IT,Senior Officer,10,3.3,690000.00,55200.00,22,27600.00,9,2,645223.73,2024-10,True
SYN-EMP-005724,Sales,Team Lead,11,3.4,783000.00,62640.00,23,39150.00,10,2,712549.93,2024-09,True
SYN-EMP-005725,Claims,Manager,12,3.5,876000.00,70080.00,24,0.00,5,2,791090.04,2024-08,True
SYN-EMP-005726,Policy,Assistant,13,3.6,644000.00,51520.00,0,6440.00,6,2,595577.69,2024-07,True
SYN-EMP-005727,Finance,Officer,14,3.7,737000.00,58960.00,1,14740.00,7,2,667720.92,2024-06,True
SYN-EMP-005728,Customer Service,Senior Officer,15,3.8,830000.00,66400.00,2,24900.00,8,2,771499.58,2024-05,True
SYN-EMP-005729,IT,Team Lead,16,3.9,923000.00,73840.00,3,36920.00,9,2,873097.08,2024-04,True
SYN-EMP-005730,Sales,Manager,17,4.0,1016000.00,81280.00,4,50800.00,10,2,956521.63,2024-03,True
SYN-EMP-005731,Claims,Assistant,18,4.1,784000.00,62720.00,5,0.00,5,2,731349.62,2024-02,True
SYN-EMP-005732,Policy,Officer,19,4.2,877000.00,70160.00,6,8770.00,6,2,796481.55,2024-01,True
SYN-EMP-005733,Finance,Senior Officer,20,4.3,970000.00,77600.00,7,19400.00,7,2,928899.80,2023-12,True
SYN-EMP-005734,Customer Service,Team Lead,0,4.4,475000.00,38000.00,8,14250.00,8,2,434879.72,2023-11,True
SYN-EMP-005735,IT,Manager,1,4.5,568000.00,45440.00,9,22720.00,9,2,537915.02,2023-10,True
SYN-EMP-005736,Sales,Assistant,2,4.6,336000.00,26880.00,10,16800.00,10,2,311767.94,2023-09,True
SYN-EMP-005737,Claims,Officer,3,4.7,429000.00,34320.00,11,0.00,5,2,418547.26,2023-08,True
SYN-EMP-005738,Policy,Senior Officer,4,4.8,522000.00,41760.00,12,5220.00,6,2,487035.33,2023-07,True
SYN-EMP-005739,Finance,Team Lead,5,4.9,615000.00,49200.00,13,12300.00,7,2,558226.13,2023-06,True
SYN-EMP-005740,Customer Service,Manager,6,5.0,708000.00,56640.00,14,21240.00,8,2,682284.79,2023-05,True
SYN-EMP-005741,IT,Assistant,7,1.0,476000.00,38080.00,15,19040.00,9,2,434106.23,2023-04,True
SYN-EMP-005742,Sales,Officer,8,1.1,569000.00,45520.00,16,28450.00,10,2,521620.56,2023-03,True
SYN-EMP-005743,Claims,Senior Officer,9,1.2,662000.00,52960.00,17,0.00,5,2,600730.39,2023-02,True
SYN-EMP-005744,Policy,Team Lead,10,1.3,755000.00,60400.00,18,7550.00,6,2,649551.71,2023-01,True
SYN-EMP-005745,Finance,Manager,11,1.4,848000.00,67840.00,19,16960.00,7,2,746869.73,2022-12,True
SYN-EMP-005746,Customer Service,Assistant,12,1.5,616000.00,49280.00,20,18480.00,8,2,528870.44,2022-11,True
SYN-EMP-005747,IT,Officer,13,1.6,709000.00,56720.00,21,28360.00,9,2,625798.19,2022-10,True
SYN-EMP-005748,Sales,Senior Officer,14,1.7,802000.00,64160.00,22,40100.00,10,2,704202.21,2022-09,True
SYN-EMP-005749,Claims,Team Lead,15,1.8,895000.00,71600.00,23,0.00,5,2,802332.67,2022-08,True
SYN-EMP-005750,Policy,Manager,16,1.9,988000.00,79040.00,24,9880.00,6,2,871742.58,2022-07,True
SYN-EMP-005751,Finance,Assistant,17,2.0,756000.00,60480.00,0,15120.00,7,2,669626.75,2022-06,True
SYN-EMP-005752,Customer Service,Officer,18,2.1,849000.00,67920.00,1,25470.00,8,2,771882.64,2022-05,True
SYN-EMP-005753,IT,Senior Officer,19,2.2,942000.00,75360.00,2,37680.00,9,2,846044.74,2022-04,True
SYN-EMP-005754,Sales,Team Lead,20,2.3,1035000.00,82800.00,3,51750.00,10,2,939033.22,2022-03,True
SYN-EMP-005755,Claims,Manager,0,2.4,540000.00,43200.00,4,0.00,5,2,493643.09,2022-02,True
SYN-EMP-005756,Policy,Assistant,1,2.5,308000.00,24640.00,5,3080.00,6,2,282102.27,2022-01,True
SYN-EMP-005757,Finance,Officer,2,2.6,401000.00,32080.00,6,8020.00,7,2,371069.33,2021-12,True
SYN-EMP-005758,Customer Service,Senior Officer,3,2.7,494000.00,39520.00,7,14820.00,8,2,467635.58,2021-11,True
SYN-EMP-005759,IT,Team Lead,4,2.8,587000.00,46960.00,8,23480.00,9,2,536902.05,2021-10,True
SYN-EMP-005760,Sales,Manager,5,2.9,680000.00,54400.00,9,34000.00,10,2,601192.92,2021-09,True
SYN-EMP-005761,Claims,Assistant,6,3.0,448000.00,35840.00,10,0.00,5,2,426263.23,2026-08,True
SYN-EMP-005762,Policy,Officer,7,3.1,541000.00,43280.00,11,5410.00,6,2,488564.67,2026-07,True
SYN-EMP-005763,Finance,Senior Officer,8,3.2,634000.00,50720.00,12,12680.00,7,2,597436.74,2026-06,True
SYN-EMP-005764,Customer Service,Team Lead,9,3.3,727000.00,58160.00,13,21810.00,8,2,650395.25,2026-05,True
SYN-EMP-005765,IT,Manager,10,3.4,820000.00,65600.00,14,32800.00,9,2,748132.21,2026-04,True
SYN-EMP-005766,Sales,Assistant,11,3.5,588000.00,47040.00,15,29400.00,10,2,538612.44,2026-03,True
SYN-EMP-005767,Claims,Officer,12,3.6,681000.00,54480.00,16,0.00,5,2,622443.96,2026-02,True
SYN-EMP-005768,Policy,Senior Officer,13,3.7,774000.00,61920.00,17,7740.00,6,2,715660.04,2026-01,True
SYN-EMP-005769,Finance,Team Lead,14,3.8,867000.00,69360.00,18,17340.00,7,2,790611.95,2025-12,True
SYN-EMP-005770,Customer Service,Manager,15,3.9,960000.00,76800.00,19,28800.00,8,2,883996.61,2025-11,True
SYN-EMP-005771,IT,Assistant,16,4.0,728000.00,58240.00,20,29120.00,9,2,665700.19,2025-10,True
SYN-EMP-005772,Sales,Officer,17,4.1,821000.00,65680.00,21,41050.00,10,2,774697.53,2025-09,True
SYN-EMP-005773,Claims,Senior Officer,18,4.2,914000.00,73120.00,22,0.00,5,2,865907.22,2025-08,True
SYN-EMP-005774,Policy,Team Lead,19,4.3,1007000.00,80560.00,23,10070.00,6,2,954213.25,2025-07,True
SYN-EMP-005775,Finance,Manager,20,4.4,1100000.00,88000.00,24,22000.00,7,2,1035158.16,2025-06,True
SYN-EMP-005776,Customer Service,Assistant,0,4.5,280000.00,22400.00,0,8400.00,8,2,268813.08,2025-05,True
SYN-EMP-005777,IT,Officer,1,4.6,373000.00,29840.00,1,14920.00,9,2,362945.81,2025-04,True
SYN-EMP-005778,Sales,Senior Officer,2,4.7,466000.00,37280.00,2,23300.00,10,2,441099.19,2025-03,True
SYN-EMP-005779,Claims,Team Lead,3,4.8,559000.00,44720.00,3,0.00,5,2,523212.39,2025-02,True
SYN-EMP-005780,Policy,Manager,4,4.9,652000.00,52160.00,4,6520.00,6,2,627422.64,2025-01,True
SYN-EMP-005781,Finance,Assistant,5,5.0,420000.00,33600.00,5,8400.00,7,2,386612.29,2024-12,True
SYN-EMP-005782,Customer Service,Officer,6,1.0,513000.00,41040.00,6,15390.00,8,2,466377.07,2024-11,True
SYN-EMP-005783,IT,Senior Officer,7,1.1,606000.00,48480.00,7,24240.00,9,2,547029.94,2024-10,True
SYN-EMP-005784,Sales,Team Lead,8,1.2,699000.00,55920.00,8,34950.00,10,2,607263.66,2024-09,True
SYN-EMP-005785,Claims,Manager,9,1.3,792000.00,63360.00,9,0.00,5,2,691619.54,2024-08,True
SYN-EMP-005786,Policy,Assistant,10,1.4,560000.00,44800.00,10,5600.00,6,2,493138.10,2024-07,True
SYN-EMP-005787,Finance,Officer,11,1.5,653000.00,52240.00,11,13060.00,7,2,594100.04,2024-06,True
SYN-EMP-005788,Customer Service,Senior Officer,12,1.6,746000.00,59680.00,12,22380.00,8,2,654586.36,2024-05,True
SYN-EMP-005789,IT,Team Lead,13,1.7,839000.00,67120.00,13,33560.00,9,2,756581.49,2024-04,True
SYN-EMP-005790,Sales,Manager,14,1.8,932000.00,74560.00,14,46600.00,10,2,848629.20,2024-03,True
SYN-EMP-005791,Claims,Assistant,15,1.9,700000.00,56000.00,15,0.00,5,2,611689.01,2024-02,True
SYN-EMP-005792,Policy,Officer,16,2.0,793000.00,63440.00,16,7930.00,6,2,688168.71,2024-01,True
SYN-EMP-005793,Finance,Senior Officer,17,2.1,886000.00,70880.00,17,17720.00,7,2,770562.26,2023-12,True
SYN-EMP-005794,Customer Service,Team Lead,18,2.2,979000.00,78320.00,18,29370.00,8,2,870385.48,2023-11,True
SYN-EMP-005795,IT,Manager,19,2.3,1072000.00,85760.00,19,42880.00,9,2,964194.34,2023-10,True
SYN-EMP-005796,Sales,Assistant,20,2.4,840000.00,67200.00,20,42000.00,10,2,765339.99,2023-09,True
SYN-EMP-005797,Claims,Officer,0,2.5,345000.00,27600.00,21,0.00,5,2,303360.25,2023-08,True
SYN-EMP-005798,Policy,Senior Officer,1,2.6,438000.00,35040.00,22,4380.00,6,2,384765.67,2023-07,True
SYN-EMP-005799,Finance,Team Lead,2,2.7,531000.00,42480.00,23,10620.00,7,2,466397.80,2023-06,True
SYN-EMP-005800,Customer Service,Manager,3,2.8,624000.00,49920.00,24,18720.00,8,2,575986.54,2023-05,True
SYN-EMP-005801,IT,Assistant,4,2.9,392000.00,31360.00,0,15680.00,9,2,369528.90,2023-04,True
SYN-EMP-005802,Sales,Officer,5,3.0,485000.00,38800.00,1,24250.00,10,2,445805.56,2023-03,True
SYN-EMP-005803,Claims,Senior Officer,6,3.1,578000.00,46240.00,2,0.00,5,2,533661.96,2023-02,True
SYN-EMP-005804,Policy,Team Lead,7,3.2,671000.00,53680.00,3,6710.00,6,2,624454.75,2023-01,True
SYN-EMP-005805,Finance,Manager,8,3.3,764000.00,61120.00,4,15280.00,7,2,682450.75,2022-12,True
SYN-EMP-005806,Customer Service,Assistant,9,3.4,532000.00,42560.00,5,15960.00,8,2,507157.73,2022-11,True
SYN-EMP-005807,IT,Officer,10,3.5,625000.00,50000.00,6,25000.00,9,2,556099.13,2022-10,True
SYN-EMP-005808,Sales,Senior Officer,11,3.6,718000.00,57440.00,7,35900.00,10,2,644950.84,2022-09,True
SYN-EMP-005809,Claims,Team Lead,12,3.7,811000.00,64880.00,8,0.00,5,2,749265.07,2022-08,True
SYN-EMP-005810,Policy,Manager,13,3.8,904000.00,72320.00,9,9040.00,6,2,837441.88,2022-07,True
SYN-EMP-005811,Finance,Assistant,14,3.9,672000.00,53760.00,10,13440.00,7,2,631503.07,2022-06,True
SYN-EMP-005812,Customer Service,Officer,15,4.0,765000.00,61200.00,11,22950.00,8,2,718501.13,2022-05,True
SYN-EMP-005813,IT,Senior Officer,16,4.1,858000.00,68640.00,12,34320.00,9,2,821371.04,2022-04,True
SYN-EMP-005814,Sales,Team Lead,17,4.2,951000.00,76080.00,13,47550.00,10,2,871135.71,2022-03,True
SYN-EMP-005815,Claims,Manager,18,4.3,1044000.00,83520.00,14,0.00,5,2,957486.54,2022-02,True
SYN-EMP-005816,Policy,Assistant,19,4.4,812000.00,64960.00,15,8120.00,6,2,752938.87,2022-01,True
SYN-EMP-005817,Finance,Officer,20,4.5,905000.00,72400.00,16,18100.00,7,2,830782.46,2021-12,True
SYN-EMP-005818,Customer Service,Senior Officer,0,4.6,410000.00,32800.00,17,12300.00,8,2,411228.22,2021-11,True
SYN-EMP-005819,IT,Team Lead,1,4.7,503000.00,40240.00,18,20120.00,9,2,454842.29,2021-10,True
SYN-EMP-005820,Sales,Manager,2,4.8,596000.00,47680.00,19,29800.00,10,2,565091.40,2021-09,True
SYN-EMP-005821,Claims,Assistant,3,4.9,364000.00,29120.00,20,0.00,5,2,351810.72,2026-08,True
SYN-EMP-005822,Policy,Officer,4,5.0,457000.00,36560.00,21,4570.00,6,2,410288.37,2026-07,True
SYN-EMP-005823,Finance,Senior Officer,5,1.0,550000.00,44000.00,22,11000.00,7,2,500245.24,2026-06,True
SYN-EMP-005824,Customer Service,Team Lead,6,1.1,643000.00,51440.00,23,19290.00,8,2,542600.29,2026-05,True
SYN-EMP-005825,IT,Manager,7,1.2,736000.00,58880.00,24,29440.00,9,2,639119.58,2026-04,True
SYN-EMP-005826,Sales,Assistant,8,1.3,504000.00,40320.00,0,25200.00,10,2,439062.42,2026-03,True
SYN-EMP-005827,Claims,Officer,9,1.4,597000.00,47760.00,1,0.00,5,2,551621.65,2026-02,True
SYN-EMP-005828,Policy,Senior Officer,10,1.5,690000.00,55200.00,2,6900.00,6,2,627462.46,2026-01,True
SYN-EMP-005829,Finance,Team Lead,11,1.6,783000.00,62640.00,3,15660.00,7,2,700711.66,2025-12,True
SYN-EMP-005830,Customer Service,Manager,12,1.7,876000.00,70080.00,4,26280.00,8,2,768657.61,2025-11,True
SYN-EMP-005831,IT,Assistant,13,1.8,644000.00,51520.00,5,25760.00,9,2,581559.35,2025-10,True
SYN-EMP-005832,Sales,Officer,14,1.9,737000.00,58960.00,6,36850.00,10,2,673438.05,2025-09,True
SYN-EMP-005833,Claims,Senior Officer,15,2.0,830000.00,66400.00,7,0.00,5,2,734818.28,2025-08,True
SYN-EMP-005834,Policy,Team Lead,16,2.1,923000.00,73840.00,8,9230.00,6,2,842394.42,2025-07,True
SYN-EMP-005835,Finance,Manager,17,2.2,1016000.00,81280.00,9,20320.00,7,2,923992.73,2025-06,True
SYN-EMP-005836,Customer Service,Assistant,18,2.3,784000.00,62720.00,10,23520.00,8,2,714689.68,2025-05,True
SYN-EMP-005837,IT,Officer,19,2.4,877000.00,70160.00,11,35080.00,9,2,775754.95,2025-04,True
SYN-EMP-005838,Sales,Senior Officer,20,2.5,970000.00,77600.00,12,48500.00,10,2,871961.07,2025-03,True
SYN-EMP-005839,Claims,Team Lead,0,2.6,475000.00,38000.00,13,0.00,5,2,449193.01,2025-02,True
SYN-EMP-005840,Policy,Manager,1,2.7,568000.00,45440.00,14,5680.00,6,2,536568.05,2025-01,True
SYN-EMP-005841,Finance,Assistant,2,2.8,336000.00,26880.00,15,6720.00,7,2,301247.69,2024-12,True
SYN-EMP-005842,Customer Service,Officer,3,2.9,429000.00,34320.00,16,12870.00,8,2,368698.53,2024-11,True
SYN-EMP-005843,IT,Senior Officer,4,3.0,522000.00,41760.00,17,20880.00,9,2,476325.34,2024-10,True
SYN-EMP-005844,Sales,Team Lead,5,3.1,615000.00,49200.00,18,30750.00,10,2,550177.26,2024-09,True
SYN-EMP-005845,Claims,Manager,6,3.2,708000.00,56640.00,19,0.00,5,2,661099.34,2024-08,True
SYN-EMP-005846,Policy,Assistant,7,3.3,476000.00,38080.00,20,4760.00,6,2,447078.18,2024-07,True
SYN-EMP-005847,Finance,Officer,8,3.4,569000.00,45520.00,21,11380.00,7,2,537014.23,2024-06,True
SYN-EMP-005848,Customer Service,Senior Officer,9,3.5,662000.00,52960.00,22,19860.00,8,2,624703.67,2024-05,True
SYN-EMP-005849,IT,Team Lead,10,3.6,755000.00,60400.00,23,30200.00,9,2,674035.84,2024-04,True
SYN-EMP-005850,Sales,Manager,11,3.7,848000.00,67840.00,24,42400.00,10,2,806850.72,2024-03,True
SYN-EMP-005851,Claims,Assistant,12,3.8,616000.00,49280.00,0,0.00,5,2,574466.50,2024-02,True
SYN-EMP-005852,Policy,Officer,13,3.9,709000.00,56720.00,1,7090.00,6,2,658501.17,2024-01,True
SYN-EMP-005853,Finance,Senior Officer,14,4.0,802000.00,64160.00,2,16040.00,7,2,759081.12,2023-12,True
SYN-EMP-005854,Customer Service,Team Lead,15,4.1,895000.00,71600.00,3,26850.00,8,2,822571.27,2023-11,True
SYN-EMP-005855,IT,Manager,16,4.2,988000.00,79040.00,4,39520.00,9,2,919547.11,2023-10,True
SYN-EMP-005856,Sales,Assistant,17,4.3,756000.00,60480.00,5,37800.00,10,2,722341.79,2023-09,True
SYN-EMP-005857,Claims,Officer,18,4.4,849000.00,67920.00,6,0.00,5,2,774850.21,2023-08,True
SYN-EMP-005858,Policy,Senior Officer,19,4.5,942000.00,75360.00,7,9420.00,6,2,884180.32,2023-07,True
SYN-EMP-005859,Finance,Team Lead,20,4.6,1035000.00,82800.00,8,20700.00,7,2,955547.92,2023-06,True
SYN-EMP-005860,Customer Service,Manager,0,4.7,540000.00,43200.00,9,16200.00,8,2,496331.63,2023-05,True
SYN-EMP-005861,IT,Assistant,1,4.8,308000.00,24640.00,10,12320.00,9,2,300278.63,2023-04,True
SYN-EMP-005862,Sales,Officer,2,4.9,401000.00,32080.00,11,20050.00,10,2,373573.29,2023-03,True
SYN-EMP-005863,Claims,Senior Officer,3,5.0,494000.00,39520.00,12,0.00,5,2,481312.39,2023-02,True
SYN-EMP-005864,Policy,Team Lead,4,1.0,587000.00,46960.00,13,5870.00,6,2,501520.82,2023-01,True
SYN-EMP-005865,Finance,Manager,5,1.1,680000.00,54400.00,14,13600.00,7,2,592978.50,2022-12,True
SYN-EMP-005866,Customer Service,Assistant,6,1.2,448000.00,35840.00,15,13440.00,8,2,379966.89,2022-11,True
SYN-EMP-005867,IT,Officer,7,1.3,541000.00,43280.00,16,21640.00,9,2,484218.42,2022-10,True
SYN-EMP-005868,Sales,Senior Officer,8,1.4,634000.00,50720.00,17,31700.00,10,2,577664.21,2022-09,True
SYN-EMP-005869,Claims,Team Lead,9,1.5,727000.00,58160.00,18,0.00,5,2,628708.08,2022-08,True
SYN-EMP-005870,Policy,Manager,10,1.6,820000.00,65600.00,19,8200.00,6,2,720290.77,2022-07,True
SYN-EMP-005871,Finance,Assistant,11,1.7,588000.00,47040.00,20,11760.00,7,2,535731.58,2022-06,True
SYN-EMP-005872,Customer Service,Officer,12,1.8,681000.00,54480.00,21,20430.00,8,2,588678.45,2022-05,True
SYN-EMP-005873,IT,Senior Officer,13,1.9,774000.00,61920.00,22,30960.00,9,2,716545.48,2022-04,True
SYN-EMP-005874,Sales,Team Lead,14,2.0,867000.00,69360.00,23,43350.00,10,2,794757.43,2022-03,True
SYN-EMP-005875,Claims,Manager,15,2.1,960000.00,76800.00,24,0.00,5,2,839887.64,2022-02,True
SYN-EMP-005876,Policy,Assistant,16,2.2,728000.00,58240.00,0,7280.00,6,2,654012.17,2022-01,True
SYN-EMP-005877,Finance,Officer,17,2.3,821000.00,65680.00,1,16420.00,7,2,744656.27,2021-12,True
SYN-EMP-005878,Customer Service,Senior Officer,18,2.4,914000.00,73120.00,2,27420.00,8,2,804446.82,2021-11,True
SYN-EMP-005879,IT,Team Lead,19,2.5,1007000.00,80560.00,3,40280.00,9,2,890388.08,2021-10,True
SYN-EMP-005880,Sales,Manager,20,2.6,1100000.00,88000.00,4,55000.00,10,2,982136.85,2021-09,True
SYN-EMP-005881,Claims,Assistant,0,2.7,280000.00,22400.00,5,0.00,5,2,260849.43,2026-08,True
SYN-EMP-005882,Policy,Officer,1,2.8,373000.00,29840.00,6,3730.00,6,2,317673.16,2026-07,True
SYN-EMP-005883,Finance,Senior Officer,2,2.9,466000.00,37280.00,7,9320.00,7,2,426172.88,2026-06,True
SYN-EMP-005884,Customer Service,Team Lead,3,3.0,559000.00,44720.00,8,16770.00,8,2,494757.45,2026-05,True
SYN-EMP-005885,IT,Manager,4,3.1,652000.00,52160.00,9,26080.00,9,2,573627.50,2026-04,True
SYN-EMP-005886,Sales,Assistant,5,3.2,420000.00,33600.00,10,21000.00,10,2,371566.41,2026-03,True
SYN-EMP-005887,Claims,Officer,6,3.3,513000.00,41040.00,11,0.00,5,2,476696.56,2026-02,True
SYN-EMP-005888,Policy,Senior Officer,7,3.4,606000.00,48480.00,12,6060.00,6,2,541269.88,2026-01,True
SYN-EMP-005889,Finance,Team Lead,8,3.5,699000.00,55920.00,13,13980.00,7,2,668067.54,2025-12,True
SYN-EMP-005890,Customer Service,Manager,9,3.6,792000.00,63360.00,14,23760.00,8,2,712826.58,2025-11,True
SYN-EMP-005891,IT,Assistant,10,3.7,560000.00,44800.00,15,22400.00,9,2,529805.35,2025-10,True
SYN-EMP-005892,Sales,Officer,11,3.8,653000.00,52240.00,16,32650.00,10,2,600852.37,2025-09,True
SYN-EMP-005893,Claims,Senior Officer,12,3.9,746000.00,59680.00,17,0.00,5,2,694172.15,2025-08,True
SYN-EMP-005894,Policy,Team Lead,13,4.0,839000.00,67120.00,18,8390.00,6,2,766553.81,2025-07,True
SYN-EMP-005895,Finance,Manager,14,4.1,932000.00,74560.00,19,18640.00,7,2,875126.74,2025-06,True
SYN-EMP-005896,Customer Service,Assistant,15,4.2,700000.00,56000.00,20,21000.00,8,2,643761.38,2025-05,True
SYN-EMP-005897,IT,Officer,16,4.3,793000.00,63440.00,21,31720.00,9,2,719127.11,2025-04,True
SYN-EMP-005898,Sales,Senior Officer,17,4.4,886000.00,70880.00,22,44300.00,10,2,835585.12,2025-03,True
SYN-EMP-005899,Claims,Team Lead,18,4.5,979000.00,78320.00,23,0.00,5,2,945901.37,2025-02,True
