id,admin_note,admin_signature,admin_signed_at,agent_note,agent_signature,agent_signed_at,common_info,coverage_amount,created_at,documents_path,duration,extra_info,form_data,notes,policy_number,premium_amount,revision_deadline,risk_level,status,updated_at,agent_id,customer_id,package_id
201590,Synthetic admin review completed,,2023-06-04 06:11:12,Synthetic agent verification,,2023-06-02 06:11:12,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",11750258.80,2023-05-31 06:11:12,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201590,12239.85,,HIGH,APPROVED,2023-06-11 06:11:12,100091,101841,9107
201591,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",29498579.84,2024-03-18 17:36:38,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,36873.22,2024-03-25 17:36:38,MEDIUM,REVISION_REQUESTED,2024-03-22 17:36:38,100092,101842,9108
201592,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",6801235.06,2023-05-04 07:49:05,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,9918.47,2023-05-11 07:49:05,LOW,REVISION_REQUESTED,2023-05-08 07:49:05,100093,101843,9109
201593,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",19865267.22,2021-09-09 06:30:01,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,33108.78,2021-09-16 06:30:01,MEDIUM,REVISION_REQUESTED,2021-09-16 06:30:01,100094,101844,9110
201594,,,,Synthetic agent verification,,2023-02-20 11:17:52,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",4712351.71,2023-02-18 11:17:52,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,8835.66,,MEDIUM,VERIFIED,2023-02-27 11:17:52,100095,101845,9111
201595,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",2925796.63,2025-03-09 00:09:27,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,6095.41,2025-03-16 00:09:27,LOW,REVISION_REQUESTED,2025-03-19 00:09:27,100096,101846,9112
201596,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",8061214.60,2022-05-24 21:01:48,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,8397.10,,MEDIUM,PENDING,2022-06-04 21:01:48,100097,101847,9113
201597,Synthetic admin review completed,,2021-12-02 06:05:19,Synthetic agent verification,,2021-11-30 06:05:19,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",9091625.74,2021-11-28 06:05:19,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201597,11364.53,,LOW,APPROVED,2021-12-06 06:05:19,100098,101848,9114
201598,Synthetic admin review completed,,2023-10-13 23:57:15,Synthetic agent verification,,2023-10-11 23:57:15,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",14306070.95,2023-10-09 23:57:15,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201598,20863.02,,LOW,APPROVED,2023-10-16 23:57:15,100099,101849,9115
201599,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",17936744.32,2022-04-18 15:18:08,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,29894.57,2022-04-25 15:18:08,MEDIUM,REVISION_REQUESTED,2022-04-25 15:18:08,100100,101850,9116
201600,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",1361948.91,2024-03-07 20:39:27,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,2553.65,,MEDIUM,REJECTED,2024-03-10 20:39:27,100101,101851,9117
201601,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",8637486.39,2023-06-09 21:20:26,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17994.76,,LOW,CANCELLED,2023-06-11 21:20:26,100102,101852,9118
201602,Synthetic admin review completed,,2023-01-22 14:01:26,Synthetic agent verification,,2023-01-20 14:01:26,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",16423757.08,2023-01-18 14:01:26,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201602,17108.08,,LOW,APPROVED,2023-01-21 14:01:26,100103,101853,9119
201603,,,,Synthetic agent verification,,2022-08-29 07:09:21,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",15992012.83,2022-08-27 07:09:21,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,19990.02,,LOW,VERIFIED,2022-09-08 07:09:21,100104,101854,9120
201604,Synthetic admin review completed,,2025-07-31 19:22:49,Synthetic agent verification,,2025-07-29 19:22:49,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",8943036.58,2025-07-27 19:22:49,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201604,13041.93,,LOW,APPROVED,2025-08-08 19:22:49,100105,101855,9121
201605,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",6071325.09,2023-02-03 10:25:43,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10118.88,,MEDIUM,PENDING,2023-02-08 10:25:43,100106,101856,9122
201606,,,,Synthetic agent verification,,2026-01-18 05:20:58,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",5744844.40,2026-01-16 05:20:58,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10771.58,,LOW,VERIFIED,2026-01-19 05:20:58,100107,101857,9123
201607,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",6862330.33,2024-06-29 05:42:10,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14296.52,2024-07-06 05:42:10,MEDIUM,REVISION_REQUESTED,2024-07-06 05:42:10,100108,101858,9124
201608,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",3391159.38,2026-06-25 08:36:04,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,3532.46,,MEDIUM,PENDING,2026-06-26 08:36:04,100109,101859,9101
201609,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",8263032.25,2026-06-22 08:16:39,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10328.79,2026-06-29 08:16:39,MEDIUM,REVISION_REQUESTED,2026-06-23 08:16:39,100110,101860,9102
201610,,,,Synthetic agent verification,,2025-08-21 22:43:03,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",3390734.65,2025-08-19 22:43:03,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,4944.82,,MEDIUM,VERIFIED,2025-08-23 22:43:03,100111,101861,9103
201611,Synthetic admin review completed,,2023-12-06 21:28:55,Synthetic agent verification,,2023-12-04 21:28:55,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",17585857.79,2023-12-02 21:28:55,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201611,29309.76,,MEDIUM,APPROVED,2023-12-12 21:28:55,100112,101862,9104
201612,,,,Synthetic agent verification,,2025-11-20 19:26:07,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",7999410.37,2025-11-18 19:26:07,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,14998.89,,LOW,VERIFIED,2025-11-27 19:26:07,100113,101863,9105
201613,,,,Synthetic agent verification,,2025-09-23 02:31:50,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",7613250.55,2025-09-21 02:31:50,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,15860.94,,MEDIUM,VERIFIED,2025-09-29 02:31:50,100114,101864,9106
201614,Synthetic admin review completed,,2023-01-08 22:19:24,Synthetic agent verification,,2023-01-06 22:19:24,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",16388859.90,2023-01-04 22:19:24,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201614,17071.73,,LOW,APPROVED,2023-01-08 22:19:24,100115,101865,9107
201615,Synthetic admin review completed,,2026-01-22 04:59:00,Synthetic agent verification,,2026-01-20 04:59:00,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",29648834.52,2026-01-18 04:59:00,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201615,37061.04,,HIGH,APPROVED,2026-01-23 04:59:00,100116,101866,9108
201616,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",9564489.97,2025-05-30 14:47:15,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13948.21,,LOW,REJECTED,2025-06-09 14:47:15,100117,101867,9109
201617,Synthetic admin review completed,,2024-01-13 15:06:31,Synthetic agent verification,,2024-01-11 15:06:31,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",3080568.58,2024-01-09 15:06:31,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201617,5134.28,,LOW,APPROVED,2024-01-11 15:06:31,100118,101868,9110
201618,,,,Synthetic agent verification,,2024-12-24 15:05:28,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",13695584.57,2024-12-22 15:05:28,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,25679.22,,HIGH,VERIFIED,2025-01-02 15:05:28,100119,101869,9111
201619,,,,Synthetic agent verification,,2025-05-13 05:21:13,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",21660352.48,2025-05-11 05:21:13,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,45125.73,,LOW,VERIFIED,2025-05-18 05:21:13,100120,101870,9112
201620,,,,Synthetic agent verification,,2021-12-10 12:49:24,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",6059992.04,2021-12-08 12:49:24,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,6312.49,,LOW,VERIFIED,2021-12-12 12:49:24,100121,101871,9113
201621,Synthetic admin review completed,,2024-09-17 22:30:09,Synthetic agent verification,,2024-09-15 22:30:09,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",17472203.53,2024-09-13 22:30:09,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201621,21840.25,,LOW,APPROVED,2024-09-20 22:30:09,100122,101872,9114
201622,Synthetic admin review completed,,2024-10-03 18:42:02,Synthetic agent verification,,2024-10-01 18:42:02,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",2423834.16,2024-09-29 18:42:02,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201622,3534.76,,MEDIUM,APPROVED,2024-09-30 18:42:02,100123,101873,9115
201623,Synthetic admin review completed,,2024-09-13 07:12:53,Synthetic agent verification,,2024-09-11 07:12:53,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",8062579.89,2024-09-09 07:12:53,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201623,13437.63,,LOW,APPROVED,2024-09-18 07:12:53,100124,101874,9116
201624,Synthetic admin review completed,,2023-03-04 23:14:49,Synthetic agent verification,,2023-03-02 23:14:49,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",2044972.59,2023-02-28 23:14:49,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201624,3834.32,,LOW,APPROVED,2023-03-01 23:14:49,100125,101875,9117
201625,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",4331545.33,2021-12-08 01:05:10,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,9024.05,,MEDIUM,PENDING,2021-12-14 01:05:10,100126,101876,9118
201626,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",2212415.19,2024-05-08 18:40:15,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,2304.60,,LOW,CANCELLED,2024-05-13 18:40:15,100127,101877,9119
201627,Synthetic admin review completed,,2026-03-12 10:52:36,Synthetic agent verification,,2026-03-10 10:52:36,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",5908527.41,2026-03-08 10:52:36,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201627,7385.66,,LOW,APPROVED,2026-03-15 10:52:36,100128,101878,9120
201628,Synthetic admin review completed,,2022-01-11 21:05:07,Synthetic agent verification,,2022-01-09 21:05:07,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",5239059.02,2022-01-07 21:05:07,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201628,7640.29,,LOW,APPROVED,2022-01-19 21:05:07,100129,101879,9121
201629,Synthetic admin review completed,,2024-05-21 05:53:16,Synthetic agent verification,,2024-05-19 05:53:16,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",5198079.99,2024-05-17 05:53:16,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201629,8663.47,,LOW,APPROVED,2024-05-27 05:53:16,100130,101880,9122
201630,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",22427245.36,2025-07-13 23:53:51,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,42051.09,2025-07-20 23:53:51,MEDIUM,REVISION_REQUESTED,2025-07-15 23:53:51,100131,101881,9123
201631,Synthetic admin review completed,,2025-08-02 16:36:16,Synthetic agent verification,,2025-07-31 16:36:16,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",8661357.78,2025-07-29 16:36:16,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201631,18044.50,,LOW,APPROVED,2025-08-08 16:36:16,100132,101882,9124
201632,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",4680098.11,2024-02-10 04:30:30,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,4875.10,,MEDIUM,PENDING,2024-02-22 04:30:30,100133,101883,9101
201633,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",2446896.88,2022-10-12 14:08:44,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,3058.62,,LOW,REJECTED,2022-10-23 14:08:44,100134,101884,9102
201634,Synthetic admin review completed,,2024-02-21 00:25:00,Synthetic agent verification,,2024-02-19 00:25:00,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",10774779.14,2024-02-17 00:25:00,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201634,15713.22,,LOW,APPROVED,2024-02-27 00:25:00,100135,101885,9103
201635,Synthetic admin review completed,,2025-03-04 08:28:39,Synthetic agent verification,,2025-03-02 08:28:39,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",9022071.14,2025-02-28 08:28:39,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201635,15036.79,,MEDIUM,APPROVED,2025-03-04 08:28:39,100136,101886,9104
201636,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",2856231.41,2024-01-09 09:58:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,5355.43,2024-01-16 09:58:31,MEDIUM,REVISION_REQUESTED,2024-01-14 09:58:31,100137,101887,9105
201637,,,,Synthetic agent verification,,2021-09-17 07:23:47,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",6596606.44,2021-09-15 07:23:47,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13742.93,,LOW,VERIFIED,2021-09-20 07:23:47,100138,101888,9106
201638,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",2308666.94,2026-05-04 05:01:12,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,2404.86,2026-05-11 05:01:12,LOW,REVISION_REQUESTED,2026-05-11 05:01:12,100139,101889,9107
201639,,,,Synthetic agent verification,,2026-07-12 22:09:54,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",26903224.59,2026-07-10 22:09:54,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,33629.03,,LOW,VERIFIED,2026-07-15 22:09:54,100140,101890,9108
201640,,,,Synthetic agent verification,,2022-08-21 05:48:48,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",5357613.29,2022-08-19 05:48:48,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,7813.19,,MEDIUM,VERIFIED,2022-08-23 05:48:48,100141,101891,9109
201641,,,,Synthetic agent verification,,2025-03-21 23:42:32,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",20582393.83,2025-03-19 23:42:32,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,34303.99,,LOW,VERIFIED,2025-03-26 23:42:32,100142,101892,9110
201642,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",19764168.80,2024-07-18 18:28:33,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,37057.82,,HIGH,PENDING,2024-07-29 18:28:33,100143,101893,9111
201643,Synthetic admin review completed,,2026-04-12 00:02:34,Synthetic agent verification,,2026-04-10 00:02:34,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",21446309.04,2026-04-08 00:02:34,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201643,44679.81,,LOW,APPROVED,2026-04-11 00:02:34,100144,101894,9112
201644,,,,Synthetic agent verification,,2022-04-04 18:26:30,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",6991915.11,2022-04-02 18:26:30,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,7283.24,,LOW,VERIFIED,2022-04-06 18:26:30,100145,101895,9113
201645,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",10488431.45,2023-10-19 01:28:21,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13110.54,,HIGH,PENDING,2023-10-22 01:28:21,100146,101896,9114
201646,,,,Synthetic agent verification,,2026-05-11 14:05:25,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",11078794.78,2026-05-09 14:05:25,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,16156.58,,LOW,VERIFIED,2026-05-12 14:05:25,100147,101897,9115
201647,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",24177158.33,2022-01-18 11:14:36,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,40295.26,,HIGH,PENDING,2022-01-20 11:14:36,100148,101898,9116
201648,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",6062546.95,2022-02-21 09:36:06,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,11367.28,2022-02-28 09:36:06,MEDIUM,REVISION_REQUESTED,2022-02-27 09:36:06,100149,101899,9117
201649,Synthetic admin review completed,,2026-03-31 09:59:05,Synthetic agent verification,,2026-03-29 09:59:05,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",7613349.75,2026-03-27 09:59:05,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201649,15861.15,,MEDIUM,APPROVED,2026-04-02 09:59:05,100150,101900,9118
201650,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",22405403.38,2022-09-26 03:18:11,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,23338.96,,LOW,REJECTED,2022-09-28 03:18:11,100151,101901,9119
201651,,,,Synthetic agent verification,,2025-01-18 03:40:32,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",34982958.81,2025-01-16 03:40:32,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,43728.70,,MEDIUM,VERIFIED,2025-01-22 03:40:32,100152,101902,9120
201652,Synthetic admin review completed,,2025-10-07 08:06:42,Synthetic agent verification,,2025-10-05 08:06:42,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",2158675.99,2025-10-03 08:06:42,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201652,3148.07,,LOW,APPROVED,2025-10-09 08:06:42,100153,101903,9121
201653,Synthetic admin review completed,,2024-05-06 01:30:59,Synthetic agent verification,,2024-05-04 01:30:59,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",4216441.10,2024-05-02 01:30:59,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201653,7027.40,,LOW,APPROVED,2024-05-08 01:30:59,100154,101904,9122
201654,Synthetic admin review completed,,2023-07-06 03:03:10,Synthetic agent verification,,2023-07-04 03:03:10,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",22525657.32,2023-07-02 03:03:10,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201654,42235.61,,LOW,APPROVED,2023-07-12 03:03:10,100155,101905,9123
201655,,,,Synthetic agent verification,,2024-02-16 09:31:56,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",31424757.16,2024-02-14 09:31:56,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,65468.24,,MEDIUM,VERIFIED,2024-02-25 09:31:56,100156,101906,9124
201656,Synthetic admin review completed,,2023-07-21 12:20:49,Synthetic agent verification,,2023-07-19 12:20:49,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",4706408.62,2023-07-17 12:20:49,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201656,4902.51,,LOW,APPROVED,2023-07-21 12:20:49,100157,101907,9101
201657,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",14318889.72,2022-09-30 07:00:59,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17898.61,2022-10-07 07:00:59,LOW,REVISION_REQUESTED,2022-10-10 07:00:59,100158,101908,9102
201658,Synthetic admin review completed,,2023-05-31 19:48:23,Synthetic agent verification,,2023-05-29 19:48:23,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",8335584.25,2023-05-27 19:48:23,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201658,12156.06,,MEDIUM,APPROVED,2023-06-05 19:48:23,100159,101909,9103
201659,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",29794780.98,2023-07-10 14:17:30,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,49657.97,,LOW,REJECTED,2023-07-12 14:17:30,100160,101910,9104
201660,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",13328526.72,2026-02-02 14:44:23,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,24990.99,,HIGH,REJECTED,2026-02-11 14:44:23,100161,101911,9105
201661,,,,Synthetic agent verification,,2025-10-09 18:01:52,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",8502034.52,2025-10-07 18:01:52,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17712.57,,MEDIUM,VERIFIED,2025-10-11 18:01:52,100162,101912,9106
201662,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",13486634.90,2024-09-06 03:55:29,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14048.58,,LOW,REJECTED,2024-09-17 03:55:29,100163,101913,9107
