employee_id,department,job_title,years_experience,performance_score,base_salary,allowances,overtime_hours,bonus,tax_rate,pension_rate,net_salary,record_month,synthetic
SYN-EMP-000469,Claims,Team Lead,6,2.7,643000.00,51440.00,18,0.00,5,2,601621.79,2022-08,True
SYN-EMP-000470,Policy,Manager,7,2.8,736000.00,58880.00,19,7360.00,6,2,652252.18,2022-07,True
SYN-EMP-000471,Finance,Assistant,8,2.9,504000.00,40320.00,20,10080.00,7,2,459131.32,2022-06,True
SYN-EMP-000472,Customer Service,Officer,9,3.0,597000.00,47760.00,21,17910.00,8,2,525394.70,2022-05,True
SYN-EMP-000473,IT,Senior Officer,10,3.1,690000.00,55200.00,22,27600.00,9,2,627519.38,2022-04,True
SYN-EMP-000474,Sales,Team Lead,11,3.2,783000.00,62640.00,23,39150.00,10,2,715135.39,2022-03,True
SYN-EMP-000475,Claims,Manager,12,3.3,876000.00,70080.00,24,0.00,5,2,790655.70,2022-02,True
SYN-EMP-000476,Policy,Assistant,13,3.4,644000.00,51520.00,0,6440.00,6,2,606389.52,2022-01,True
SYN-EMP-000477,Finance,Officer,14,3.5,737000.00,58960.00,1,14740.00,7,2,660789.70,2021-12,True
SYN-EMP-000478,Customer Service,Senior Officer,15,3.6,830000.00,66400.00,2,24900.00,8,2,771845.78,2021-11,True
SYN-EMP-000479,IT,Team Lead,16,3.7,923000.00,73840.00,3,36920.00,9,2,854328.73,2021-10,True
SYN-EMP-000480,Sales,Manager,17,3.8,1016000.00,81280.00,4,50800.00,10,2,950402.89,2021-09,True
SYN-EMP-000481,Claims,Assistant,18,3.9,784000.00,62720.00,5,0.00,5,2,721749.69,2026-08,True
SYN-EMP-000482,Policy,Officer,19,4.0,877000.00,70160.00,6,8770.00,6,2,793984.17,2026-07,True
SYN-EMP-000483,Finance,Senior Officer,20,4.1,970000.00,77600.00,7,19400.00,7,2,926967.71,2026-06,True
SYN-EMP-000484,Customer Service,Team Lead,0,4.2,475000.00,38000.00,8,14250.00,8,2,444084.67,2026-05,True
SYN-EMP-000485,IT,Manager,1,4.3,568000.00,45440.00,9,22720.00,9,2,548095.59,2026-04,True
SYN-EMP-000486,Sales,Assistant,2,4.4,336000.00,26880.00,10,16800.00,10,2,340162.49,2026-03,True
SYN-EMP-000487,Claims,Officer,3,4.5,429000.00,34320.00,11,0.00,5,2,393726.17,2026-02,True
SYN-EMP-000488,Policy,Senior Officer,4,4.6,522000.00,41760.00,12,5220.00,6,2,487448.99,2026-01,True
SYN-EMP-000489,Finance,Team Lead,5,4.7,615000.00,49200.00,13,12300.00,7,2,581369.32,2025-12,True
SYN-EMP-000490,Customer Service,Manager,6,4.8,708000.00,56640.00,14,21240.00,8,2,646107.91,2025-11,True
SYN-EMP-000491,IT,Assistant,7,4.9,476000.00,38080.00,15,19040.00,9,2,442531.69,2025-10,True
SYN-EMP-000492,Sales,Officer,8,5.0,569000.00,45520.00,16,28450.00,10,2,542450.65,2025-09,True
SYN-EMP-000493,Claims,Senior Officer,9,1.0,662000.00,52960.00,17,0.00,5,2,595855.20,2025-08,True
SYN-EMP-000494,Policy,Team Lead,10,1.1,755000.00,60400.00,18,7550.00,6,2,662509.51,2025-07,True
SYN-EMP-000495,Finance,Manager,11,1.2,848000.00,67840.00,19,16960.00,7,2,739128.98,2025-06,True
SYN-EMP-000496,Customer Service,Assistant,12,1.3,616000.00,49280.00,20,18480.00,8,2,521347.49,2025-05,True
SYN-EMP-000497,IT,Officer,13,1.4,709000.00,56720.00,21,28360.00,9,2,625541.47,2025-04,True
SYN-EMP-000498,Sales,Senior Officer,14,1.5,802000.00,64160.00,22,40100.00,10,2,714296.38,2025-03,True
SYN-EMP-000499,Claims,Team Lead,15,1.6,895000.00,71600.00,23,0.00,5,2,809419.95,2025-02,True
SYN-EMP-000500,Policy,Manager,16,1.7,988000.00,79040.00,24,9880.00,6,2,861071.87,2025-01,True
